'Elapsed time','CM5'
'0:09.312',-1.880
'0:09.316',-1.875
'0:09.320',-1.885
'0:09.324',-1.885
'0:09.328',-1.885
'0:09.332',-1.880
'0:09.336',-1.870
'0:09.340',-1.880
'0:09.344',-1.880
'0:09.348',-1.880
'0:09.352',-1.875
'0:09.356',-1.880
'0:09.360',-1.880
'0:09.364',-1.890
'0:09.368',-1.880
'0:09.372',-1.880
'0:09.376',-1.885
'0:09.380',-1.885
'0:09.384',-1.890
'0:09.388',-1.870
'0:09.392',-1.870
'0:09.396',-1.865
'0:09.400',-1.870
'0:09.404',-1.865
'0:09.408',-1.865
'0:09.412',-1.855
'0:09.416',-1.845
'0:09.420',-1.840
'0:09.424',-1.835
'0:09.428',-1.835
'0:09.432',-1.835
'0:09.436',-1.825
'0:09.440',-1.830
'0:09.444',-1.810
'0:09.448',-1.795
'0:09.452',-1.785
'0:09.456',-1.780
'0:09.460',-1.790
'0:09.464',-1.805
'0:09.468',-1.820
'0:09.472',-1.835
'0:09.476',-1.855
'0:09.480',-1.870
'0:09.484',-1.875
'0:09.488',-1.885
'0:09.492',-1.880
'0:09.496',-1.875
'0:09.500',-1.875
'0:09.504',-1.870
'0:09.508',-1.880
'0:09.512',-1.865
'0:09.516',-1.855
'0:09.520',-1.855
'0:09.524',-1.845
'0:09.528',-1.845
'0:09.532',-1.855
'0:09.536',-1.855
'0:09.540',-1.845
'0:09.544',-1.815
'0:09.548',-1.750
'0:09.552',-1.605
'0:09.556',-1.440
'0:09.560',-1.225
'0:09.564',-1.000
'0:09.568',-0.865
'0:09.572',-0.855
'0:09.576',-1.005
'0:09.580',-1.270
'0:09.584',-1.575
'0:09.588',-1.835
'0:09.592',-2.020
'0:09.596',-2.125
'0:09.600',-2.170
'0:09.604',-2.150
'0:09.608',-2.100
'0:09.612',-2.030
'0:09.616',-1.965
'0:09.620',-1.915
'0:09.624',-1.885
'0:09.628',-1.870
'0:09.632',-1.850
'0:09.636',-1.845
'0:09.640',-1.840
'0:09.644',-1.840
'0:09.648',-1.825
'0:09.652',-1.810
'0:09.656',-1.810
'0:09.660',-1.815
'0:09.664',-1.810
'0:09.668',-1.810
'0:09.672',-1.800
'0:09.676',-1.795
'0:09.680',-1.785
'0:09.684',-1.785
'0:09.688',-1.780
'0:09.692',-1.765
'0:09.696',-1.750
'0:09.700',-1.735
'0:09.704',-1.730
'0:09.708',-1.715
'0:09.712',-1.720
'0:09.716',-1.725
'0:09.720',-1.720
'0:09.724',-1.735
'0:09.728',-1.720
'0:09.732',-1.715
'0:09.736',-1.695
'0:09.740',-1.660
'0:09.744',-1.655
'0:09.748',-1.655
'0:09.752',-1.645
'0:09.756',-1.645
'0:09.760',-1.635
'0:09.764',-1.615
'0:09.768',-1.590
'0:09.772',-1.570
'0:09.776',-1.560
'0:09.780',-1.555
'0:09.784',-1.545
'0:09.788',-1.520
'0:09.792',-1.495
'0:09.796',-1.460
'0:09.800',-1.440
'0:09.804',-1.425
'0:09.808',-1.430
'0:09.812',-1.430
'0:09.816',-1.430
'0:09.820',-1.440
'0:09.824',-1.440
'0:09.828',-1.435
'0:09.832',-1.440
'0:09.836',-1.440
'0:09.840',-1.440
'0:09.844',-1.440
'0:09.848',-1.445
'0:09.852',-1.465
'0:09.856',-1.495
'0:09.860',-1.515
'0:09.864',-1.530
'0:09.868',-1.555
'0:09.872',-1.575
'0:09.876',-1.605
'0:09.880',-1.645
'0:09.884',-1.670
'0:09.888',-1.685
'0:09.892',-1.695
'0:09.896',-1.705
'0:09.900',-1.715
'0:09.904',-1.740
'0:09.908',-1.770
'0:09.912',-1.770
'0:09.916',-1.755
'0:09.920',-1.745
'0:09.924',-1.745
'0:09.928',-1.745
'0:09.932',-1.760
'0:09.936',-1.765
'0:09.940',-1.765
'0:09.944',-1.765
'0:09.948',-1.780
'0:09.952',-1.770
'0:09.956',-1.765
'0:09.960',-1.765
'0:09.964',-1.765
'0:09.968',-1.765
'0:09.972',-1.760
'0:09.976',-1.765
'0:09.980',-1.765
'0:09.984',-1.765
'0:09.988',-1.760
'0:09.992',-1.760
'0:09.996',-1.760
